_ID;FOURNISSEUR;FAMILLE  ;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;
101454;SOCOLEC;SECURITE COMMUNICATION;PAS0303;00146807559;COUPLEUR 2 ENTREES UHF / VHF;PORTENSEIGNE;1;17,60;12,14;;;;;;
101455;SOCOLEC;SECURITE COMMUNICATION;KIT4-TV;00146807771;KIT ANTENNE UHF+VHF+ALIM + PREAMPLI;PORTENSEIGNE;1;75,72;52,22;;;;;;
101456;SOCOLEC;SECURITE COMMUNICATION;AMP9200;00146807790;KIT AMPLI + ALIMENTATION;PORTENSEIGNE;1;22,66;15,63;;;;;;
101457;SOCOLEC;SECURITE COMMUNICATION;PAS1222011;00146808317;REPARTITEUR D'INTERIEUR 2 DIRECTIONS;PORTENSEIGNE;1;2,77;1,91;;;;;;
101458;SOCOLEC;SECURITE COMMUNICATION;PAS1233001;00146808318;REPARTITEUR D'INTERIEUR 3 DIRECTIONS ULB;PORTENSEIGNE;1;3,63;2,50;;;;;;
101459;SOCOLEC;APPAREILLAGE;04510;00020004510;BOITE DE DERIVATION A SCELLER 105X105X42 MURABOX;SAREL;1;5,01;3,01;;;;;;
101460;SOCOLEC;APPAREILLAGE;04513;00020004513;BOITE DE DERIVATION A SCELLER 135X135X47 MURABOX;SAREL;1;7,74;4,64;;;;;;
101461;SOCOLEC;APPAREILLAGE;04516;00020004516;BOITE DE DERIVATION A SCELLER 165X165X47 MURABOX;SAREL;1;9,38;5,63;;;;;;
101462;SOCOLEC;APPAREILLAGE;04520;00020004520;BOITE DE DERIVATION A SCELLER 220X160X45 MURABOX;SAREL;1;14,05;8,43;;;;;;
101463;SOCOLEC;APPAREILLAGE;05004;00020005004;BOITE DE DERIVATION ETANCHE 80X80X45 MUREVA;SAREL;1;3,04;1,82;;;;;;
101464;SOCOLEC;APPAREILLAGE;05005;00020005005;BOITE DE DERIVATION ETANCHE 105X105X55 MUREVA;SAREL;1;5,57;3,34;;;;;;
101465;SOCOLEC;APPAREILLAGE;12814;00020012814;BOITE DE DERIVATION CLOISON SECHE 168X108X40 MURABOX;SAREL;1;10,67;6,40;;;;;;
101466;SOCOLEC;ECLAIRAGE;189814;00041189814;REGLETTE SDB SIMPLE PRISMALINE-FLUORESCENCE LINOLITE 13W;SARLAM;1;41,21;28,42;;;;;;
101467;SOCOLEC;ECLAIRAGE;189817;00041189817;REGLETTE SDB A DIFF. & TUBE  60W  SIMPLE;SARLAM;1;14,56;10,04;;;;;;
101468;SOCOLEC;ECLAIRAGE;189824;00041189824;REGLETTE SDB AVEC INTER PRISMALINE-FLUORESCENCE LINOLITE 13W;SARLAM;1;42,99;29,65;;;;;;
101469;SOCOLEC;ECLAIRAGE;189827;00041189827;REGLETTE SDB  INTER DIFFUSEUR & TUBE 60 W;SARLAM;1;16,97;11,70;;;;;;
101470;SOCOLEC;ECLAIRAGE;189857;00041189857;REGLETTE SDB PRISE RASOIR 2 P A/TRANSFO DE SEP. INCORPORE DIFFUSEUR & TUBE 60W;SARLAM;1;40,03;27,61;;;;;;
101471;SOCOLEC;ECLAIRAGE;119867;00041189867;REGLETTE INTER + PRISE 2 P A/TRANSFO DE SEP. INCORPORE TUBE 60W & DIFFU.;SARLAM;1;41,77;28,81;;;;;;
101472;SOCOLEC;ECLAIRAGE;189897;00041189897;REGLETTE SDB  PRISE 2 P + T DIFFU. & TUBE 60W;SARLAM;1;25,45;17,55;;;;;;
101473;SOCOLEC;ECLAIRAGE;189904;00041189904;REGLETTE SDB AVEC INTER ET PRISE  PRISMALINE-FLUORESCENCE LINOLITE 13W;SARLAM;1;49,30;34,00;;;;;;
101474;SOCOLEC;ECLAIRAGE;189907;00041189907;REGLETTE SDB  INTER + PRISE 2 P + T DIFFUSEUR & TUBE 60W;SARLAM;1;21,56;14,87;;;;;;
101475;SOCOLEC;ECLAIRAGE;190817;00041190817;REGLETTE SDB SIMPLE PRISMALINE-FLUORESCENCE 11W;SARLAM;1;61,86;42,66;;;;;;
101476;SOCOLEC;ECLAIRAGE;190827;00041190827;REGLETTE SDB AVEC INTER PRISMALINE-FLUORESCENCE 11W;SARLAM;1;65,11;44,90;;;;;;
101477;SOCOLEC;ECLAIRAGE;190907;00041190907;REGLETTE SDB AVEC INTER ET PRISE  PRISMALINE-FLUORESCENCE 11W;SARLAM;1;67,43;46,50;;;;;;
101478;SOCOLEC;ECLAIRAGE;400220;00041400220;HUBLOT MAP 400 INCANDESCENT B22 MAXI 100W;SARLAM;1;9,43;6,50;;;;;;
101479;SOCOLEC;ECLAIRAGE;400270;00041400270;HUBLOT MAP 400 INCANDESCENT E27 MAXI 100W;SARLAM;1;8,34;5,75;;;;;;
101480;SOCOLEC;ECLAIRAGE;400274;00041400274;HUBLOT MAP 400 BLANC  AVEC FLUORESCENT E27 15W FOURNIE;SARLAM;1;14,14;9,75;;;;;;
101481;SOCOLEC;ECLAIRAGE;514270;00041514270;HUBLOT CHARTRES BLANC INCANDESCENT E27;SARLAM;1;45,68;31,50;;;;;;
101482;SOCOLEC;ECLAIRAGE;514274;00041514274;HUBLOT CHARTRES BLANC  AVEC FLUORESCENT E27 15W FOURNIE;SARLAM;1;52,93;36,50;;;;;;
101483;SOCOLEC;ECLAIRAGE;514570;00041514570;HUBLOT CHARTRES BLANC  DETECTEUR HF INTEGRE INCANDESCENT E27;SARLAM;1;171,83;118,50;;;;;;
101484;SOCOLEC;ECLAIRAGE;514579;00041514579;HUBLOT CHARTRES BLANC  DETECTEUR HF INTEGRE AVEC HALOGENE E27 53W FOURNIE;SARLAM;1;170,30;117,45;;;;;;
101485;SOCOLEC;APPAREILLAGE;10525;00003010525;COFFRET DE COMMUNICATION;SCHNEIDER;1;101,01;55,56;;;;;;
101486;SOCOLEC;APPAREILLAGE;10750;00003010750;REHAUSSE POUR OPALE 1 RANGEE;SCHNEIDER;1;29,41;16,18;;;;;;
101487;SOCOLEC;APPAREILLAGE;10759;00003010759;REHAUSSE POUR OPALE 2 RANGEES;SCHNEIDER;1;31,09;17,10;;;;;;
101488;SOCOLEC;APPAREILLAGE;10760;00003010760;REHAUSSE POUR OPALE 3 RANGEES;SCHNEIDER;1;33,60;18,48;;;;;;
101489;SOCOLEC;APPAREILLAGE;10761;00003010761;REHAUSSE POUR OPALE 4 RANGEES;SCHNEIDER;1;40,69;22,38;;;;;;
101490;SOCOLEC;APPAREILLAGE;13100;00003013100;DISJONCTEUR DE BRANCHT TYPE EDF 15/45 - 500 MA;SCHNEIDER;1;82,26;45,24;;;;;;
101491;SOCOLEC;APPAREILLAGE;13106;00003013106;DISJONCTEUR DE BRANCHT TYPE EDF 30/60 - 500 MA;SCHNEIDER;1;148,14;81,48;;;;;;
101492;SOCOLEC;APPAREILLAGE;13120;00003013120;DISJONCTEUR DE BRANCHT TYPE EDF 15/45 - 500 MA  SELECTIF;SCHNEIDER;1;143,81;79,10;;;;;;
101493;SOCOLEC;APPAREILLAGE;13121;00003013121;DISJONCTEUR DE BRANCHT TYPE EDF 30/60 - 500 MA  SELECTIF;SCHNEIDER;1;240,81;132,45;;;;;;
101494;SOCOLEC;APPAREILLAGE;13122;00003013122;DISJONCTEUR DE BRANCHT DB90 DIFFERENTIEL SELECTIF 500 MA  BI  230 V CA  60/75/90 A;SCHNEIDER;1;463,64;255,00;;;;;;
101495;SOCOLEC;APPAREILLAGE;13123;00003013123;DISJONCTEUR DE BRANCHT DB90 DIFFERENTIEL SELECTIF 500 MA TETRA  400 V CA  10/15/20/25/30 A;SCHNEIDER;1;272,74;150,01;;;;;;
101496;SOCOLEC;APPAREILLAGE;13124;00003013124;DISJONCTEUR DE BRANCHT DB90 DIFFERENTIEL SELECTIF 500 MA TETRA  400 V CA 30/40/50/60 A;SCHNEIDER;1;368,20;202,51;;;;;;
101497;SOCOLEC;APPAREILLAGE;13204;00003013204;PLATINE DE BRANCHEMENT 225 X 253 X 36 COMPATIBLE A/COFFRET OPALE;SCHNEIDER;1;23,59;12,97;;;;;;
101498;SOCOLEC;APPAREILLAGE;13205;00003013205;PLATINE DE BRANCHEMENT 225 X 253 X 53 COMPATIBLE A/COFFRET OPALE;SCHNEIDER;1;23,95;13,17;;;;;;
101499;SOCOLEC;APPAREILLAGE;13215;00003013215;PANNEAU DE CONTROLE TRIPHASE OPALE;SCHNEIDER;1;132,59;72,92;;;;;;
101500;SOCOLEC;APPAREILLAGE;13216;00003013216;PANNEAU DE CONTROLE MONOPHASE OPALE 225 X 253 X 35;SCHNEIDER;1;101,49;55,82;;;;;;
101501;SOCOLEC;APPAREILLAGE;13217;00003013217;PANNEAU DE CONTROLE MONOPHASE OPALE 225 X 253 X 55;SCHNEIDER;1;104,57;57,51;;;;;;
101502;SOCOLEC;APPAREILLAGE;13388;00003013388;SERRURE A CLE POUR PORTE OPALE;SCHNEIDER;1;16,90;9,30;;;;;;
101503;SOCOLEC;APPAREILLAGE;13394;00003013394;COFFRET DE DISTRIB. MINI OPALE 1X4 MODULES S/PORTE;SCHNEIDER;1;8,72;4,80;;;;;;
101504;SOCOLEC;APPAREILLAGE;13398;00003013398;COFFRET DE DISTRIB. MINI OPALE 1X8 MODULES S/PORTE;SCHNEIDER;1;21,58;11,87;;;;;;
101505;SOCOLEC;APPAREILLAGE;13401;00003013401;COFFRET DE DISTRIB. OPALE 1X13 MODULES S/PORTE;SCHNEIDER;1;31,78;17,48;;;;;;
101506;SOCOLEC;APPAREILLAGE;13402;00003013402;COFFRET DE DISTRIB. OPALE 2X13 MODULES S/PORTE;SCHNEIDER;1;50,23;27,63;;;;;;
101507;SOCOLEC;APPAREILLAGE;13403;00003013403;COFFRET DE DISTRIB. OPALE 3X13 MODULES S/PORTE;SCHNEIDER;1;73,12;40,22;;;;;;
101508;SOCOLEC;APPAREILLAGE;13404;00003013404;COFFRET DE DISTRIB. OPALE 4X13 MODULES S/PORTE;SCHNEIDER;1;102,01;56,11;;;;;;
101509;SOCOLEC;APPAREILLAGE;13406;00003013406;COFFRET DE DISTRIB. OPALE SAILLIE TRI 1 RANGEE;SCHNEIDER;1;38,77;21,32;;;;;;
101510;SOCOLEC;APPAREILLAGE;13418;00003013418;PORTE OPAQUE POUR PANNEAU DE CONTROLE OPALE;SCHNEIDER;1;29,90;16,45;;;;;;
101511;SOCOLEC;APPAREILLAGE;13419;00003013419;PORTE TRANSPARENTE POUR PANNEAU DE CONTROLE OPALE;SCHNEIDER;1;29,90;16,45;;;;;;
101512;SOCOLEC;APPAREILLAGE;13421;00003013421;PORTE OPAQUE POUR COFFRET 13401;SCHNEIDER;1;20,52;11,29;;;;;;
101513;SOCOLEC;APPAREILLAGE;13422;00003013422;PORTE OPAQUE POUR COFFRET 13402;SCHNEIDER;1;28,91;15,90;;;;;;
101514;SOCOLEC;APPAREILLAGE;13423;00003013423;PORTE OPAQUE POUR COFFRET 13403;SCHNEIDER;1;31,78;17,48;;;;;;
101515;SOCOLEC;APPAREILLAGE;13424;00003013424;PORTE OPAQUE POUR COFFRET 13404;SCHNEIDER;1;43,76;24,07;;;;;;
101516;SOCOLEC;APPAREILLAGE;13425;00003013425;PORTE TRANSPARENTE POUR COFFRET 13401;SCHNEIDER;1;20,43;11,24;;;;;;
101517;SOCOLEC;APPAREILLAGE;13426;00003013426;PORTE TRANSPARENTE POUR COFFRET 13402;SCHNEIDER;1;27,75;15,26;;;;;;
101518;SOCOLEC;APPAREILLAGE;13427;00003013427;PORTE TRANSPARENTE POUR COFFRET 13403;SCHNEIDER;1;31,48;17,31;;;;;;
101519;SOCOLEC;APPAREILLAGE;13428;00003013428;PORTE TRANSPARENTE POUR COFFRET 13404;SCHNEIDER;1;42,50;23,38;;;;;;
101520;SOCOLEC;APPAREILLAGE;13525;00003013525;CORPS DE GOULOTTE L 2,50  OPALE H;SCHNEIDER;1;118,84;65,36;;;;;;
101521;SOCOLEC;APPAREILLAGE;13526;00003013526;COUVERCLE DE GOULOTTE OPALE H = 2500 MM;SCHNEIDER;1;46,52;25,59;;;;;;
101522;SOCOLEC;APPAREILLAGE;13527;00003013527;SET DE COUVERCLE POUR GOULOTTE OPALE;SCHNEIDER;1;56,60;31,13;;;;;;
101523;SOCOLEC;APPAREILLAGE;13529;00003013529;JONCTION GOULOTTE OPALE / COFFRET;SCHNEIDER;1;16,98;9,34;;;;;;
101524;SOCOLEC;APPAREILLAGE;13530;00003013530;JONCTION GOULOTTE OPALE / PLAFOND;SCHNEIDER;1;30,87;16,98;;;;;;
101525;SOCOLEC;APPAREILLAGE;13535;00003013535;JONCTION GOULOTTE OPALE / SOL;SCHNEIDER;1;25,49;14,02;;;;;;
101526;SOCOLEC;APPAREILLAGE;13536;00003013536;JOINT DE COUVERCLE POUR GOULOTTE OPALE (LES 2);SCHNEIDER;1;12,31;6,77;;;;;;
101527;SOCOLEC;APPAREILLAGE;13537;00003013537;SUPPORT COFFRET POUR GOULOTTE OPALE LES 6;SCHNEIDER;1;48,06;26,43;;;;;;
101528;SOCOLEC;APPAREILLAGE;13538;00003013538;AGRAFES POUR CABLES POUR GOULOTTE OPALE LES 10 GRANDES;SCHNEIDER;1;30,12;16,57;;;;;;
101529;SOCOLEC;APPAREILLAGE;13539;00003013539;EMBOUT DE GOULOTTE OPALE;SCHNEIDER;1;9,02;4,96;;;;;;
101530;SOCOLEC;APPAREILLAGE;14875;00003014875;CONNECTEURS 25 MM2 (2 BLEU + 2 GRIS);SCHNEIDER;1;11,96;6,58;;;;;;
101531;SOCOLEC;APPAREILLAGE;14878;00003014878;PEIGNE DE RACCORDEMENT BAR'CLIC GRIS 26 PAS DE 9 MM LE LOT DE 24;SCHNEIDER;1;4,38;2,41;;;;;;
101532;SOCOLEC;APPAREILLAGE;14879;00003014879;PEIGNE DE RACCORDEMENT BAR'CLIC BLEU 26 PAS DE 9 MM LE LOT DE 24;SCHNEIDER;1;4,38;2,41;;;;;;
101533;SOCOLEC;APPAREILLAGE;14918;00003014918;PEIGNE DE RACCORDEMENT BAR'CLIC GRIS 104 PAS DE 9 MM LE LOT DE 24;SCHNEIDER;1;27,20;14,96;;;;;;
101534;SOCOLEC;APPAREILLAGE;14919;00003014919;PEIGNE DE RACCORDEMENT BAR'CLIC BLEU 104 PAS DE 9 MM LE LOT DE 24;SCHNEIDER;1;27,20;14,96;;;;;;
101535;SOCOLEC;APPAREILLAGE;15006;00003015006;INTERRUPTEUR MODULAIRE 2P 20A;SCHNEIDER;1;18,17;9,99;;;;;;
101536;SOCOLEC;APPAREILLAGE;15014;00003015014;INTERRUPTEUR MODULAIRE 2P 63A;SCHNEIDER;1;55,94;30,77;;;;;;
101537;SOCOLEC;APPAREILLAGE;15336;00003015336;INTERRUPTEUR HORAIRE MECANIQUE IH MULTI 9 CYCLE 24 H 1 OF LARGEUR18MM;SCHNEIDER;1;117,00;64,35;;;;;;
101538;SOCOLEC;APPAREILLAGE;15378;00003015378;CONTACTEUR J/N 3 X 20 A;SCHNEIDER;1;116,81;64,25;;;;;;
101539;SOCOLEC;APPAREILLAGE;15379;00003015379;CONTACTEUR J/N 2 X 20 A;SCHNEIDER;1;82,01;45,11;;;;;;
101540;SOCOLEC;APPAREILLAGE;15380;00003015380;CONTACTEUR DE PUISSANCE 2 X 20 A;SCHNEIDER;1;64,02;35,21;;;;;;
101541;SOCOLEC;APPAREILLAGE;15381;00003015381;CONTACTEUR DE PUISSANCE 2 X 40 A;SCHNEIDER;1;100,64;55,35;;;;;;
101542;SOCOLEC;APPAREILLAGE;15384;00003015384;CONTACTEUR DE PUISSANCE 4 X 20 A;SCHNEIDER;1;84,07;46,24;;;;;;
101543;SOCOLEC;APPAREILLAGE;15388;00003015388;CONTACTEUR DE PUISSANCE 4 X 40 A;SCHNEIDER;1;101,12;55,62;;;;;;
101544;SOCOLEC;APPAREILLAGE;15469;00003015469;INDICATEUR DE CONSOMMATION ELECTRIQUE MODULAIRE CECH 230 V 2 A 60 A;SCHNEIDER;1;188,23;103,53;;;;;;
101545;SOCOLEC;APPAREILLAGE;15506;00003015506;TELERUPTEUR SILENCIEUX  1F  16A BORNE AUTO;SCHNEIDER;1;33,55;18,45;;;;;;
101546;SOCOLEC;APPAREILLAGE;15543;00003015543;RELAIS INVERSEUR POUR VMC GAZ DSC'CLIC (DUOLINE);SCHNEIDER;1;85,75;47,16;;;;;;
101547;SOCOLEC;APPAREILLAGE;15783;00003015783;GESTIONNAIRE D'ENERGIE 1 ZONE FIP CLIC 3V;SCHNEIDER;1;284,10;156,26;;;;;;
101548;SOCOLEC;APPAREILLAGE;15784;00003015784;GESTIONNAIRE D'ENERGIE 2 ZONES FIP CLIC 3V;SCHNEIDER;1;338,22;186,02;;;;;;
101549;SOCOLEC;APPAREILLAGE;15785;00003015785;GESTIONNAIRE D'ENERGIE 2 ZONES PLUS TORE FIP CLIC 3V;SCHNEIDER;1;412,63;226,95;;;;;;
101550;SOCOLEC;APPAREILLAGE;15870;00003015870;THERMOSTAT D'AMBIANCE (TH);SCHNEIDER;1;29,88;16,43;;;;;;
101551;SOCOLEC;APPAREILLAGE;15872;00003015872;THERMOSTAT D'AMBIANCE DIGITAL THD+;SCHNEIDER;1;164,72;90,60;;;;;;
101552;SOCOLEC;APPAREILLAGE;15879;00003015879;THERMOSTAT D'AMBIANCE FIL PILOTE THFP;SCHNEIDER;1;95,67;52,62;;;;;;
101553;SOCOLEC;APPAREILLAGE;15910;00003015910;DELESTEUR 2 VOIES POUR COMPTEUR ELECTRONIQUE EDF MONOPHASE DSE2 MODULAIRE;SCHNEIDER;1;273,97;150,68;;;;;;
101554;SOCOLEC;APPAREILLAGE;15911;00003015911;DELESTEUR 4 VOIES POUR COMPTEUR ELECTRONIQUE EDF MONOPHASE DSE4 MODULAIRE;SCHNEIDER;1;298,60;164,23;;;;;;
101555;SOCOLEC;APPAREILLAGE;16156;00003016156;INTER. DIFF.  2 X 63 - 30 MA EMBROCHABLE TYPE A;SCHNEIDER;1;182,79;100,53;;;;;;
101556;SOCOLEC;APPAREILLAGE;16157;00003016157;INTER. DIFF.  2 X 25 - 30 MA EMBROCHABLE TYPE AC;SCHNEIDER;1;88,75;48,81;;;;;;
101557;SOCOLEC;APPAREILLAGE;16158;00003016158;INTER. DIFF.  2 X 40 - 30 MA EMBROCHABLE TYPE A;SCHNEIDER;1;108,74;59,81;;;;;;
101558;SOCOLEC;APPAREILLAGE;16160;00003016160;INTER. DIFF.  2 X 40 - 30 MA EMBROCHABLE TYPE AC;SCHNEIDER;1;87,96;48,38;;;;;;
101559;SOCOLEC;APPAREILLAGE;16161;00003016161;INTER. DIFF.  2 X 40 - 30 MA EMBROCHABLE TYPE ASI;SCHNEIDER;1;142,75;78,51;;;;;;
101560;SOCOLEC;APPAREILLAGE;16162;00003016162;INTER. DIFF.  2 X 63 - 30 MA EMBROCHABLE TYPE AC;SCHNEIDER;1;153,79;84,58;;;;;;
101561;SOCOLEC;APPAREILLAGE;16170;00003016170;REPARTITEUR DISTRI'CLIC XE 5 MODULES AVEC CONNECTEURS;SCHNEIDER;1;10,82;5,95;;;;;;
101562;SOCOLEC;APPAREILLAGE;16171;00003016171;REPARTITEUR DISTRI'CLIC XE 8 MODULES AVEC CONNECTEUR;SCHNEIDER;1;14,90;8,20;;;;;;
101563;SOCOLEC;APPAREILLAGE;16172;00003016172;REPARTITEUR DISTRI'CLIC XE 13 MODULES AVEC CONNECTEUR;SCHNEIDER;1;19,14;10,53;;;;;;
101564;SOCOLEC;APPAREILLAGE;16173;00003016173;REPARTITEUR DISTRI'CLIC XE 18 MODULES AVEC CONNECTEURS (DUOLINE);SCHNEIDER;1;26,69;14,68;;;;;;
101565;SOCOLEC;APPAREILLAGE;16180;00003016180;REPARTITEUR DISTRI'CLIC XE 5 MODULES SANS CONNECTEUR;SCHNEIDER;1;9,35;5,14;;;;;;
101566;SOCOLEC;APPAREILLAGE;16181;00003016181;REPARTITEUR DISTRI'CLIC XE 8 MODULES SANS CONNECTEUR;SCHNEIDER;1;12,01;6,61;;;;;;
101567;SOCOLEC;APPAREILLAGE;16182;00003016182;REPARTITEUR DISTRI'CLIC XE 13 MODULES SANS CONNECTEUR;SCHNEIDER;1;16,18;8,90;;;;;;
101568;SOCOLEC;APPAREILLAGE;16292;00003016292;QUICK PRD 40 1P+N;SCHNEIDER;1;369,88;203,43;;;;;;
101569;SOCOLEC;APPAREILLAGE;16294;00003016294;QUICK PRD 40 3P+N;SCHNEIDER;1;603,05;331,68;;;;;;
101570;SOCOLEC;APPAREILLAGE;16406;00003016406;TELERUPTEUR 16A - 250V  1F;SCHNEIDER;1;34,36;18,90;;;;;;
101571;SOCOLEC;APPAREILLAGE;16407;00003016407;TELERUPTEUR TL'CLIC BI  16 A (DUOLINE);SCHNEIDER;1;56,76;31,22;;;;;;
101572;SOCOLEC;APPAREILLAGE;16434;00003016434;PARAFOUDRE DC - PRD 40R - 600DC 2P;SCHNEIDER;1;293,62;161,49;;;;;;
101573;SOCOLEC;APPAREILLAGE;16436;00003016436;PARAFOUDRE DC - PRD 40R - 1000DC 2P;SCHNEIDER;1;318,43;175,14;;;;;;
101574;SOCOLEC;APPAREILLAGE;16614;00003016614;PARAFOUDRE AC - PF'CLIC 10KA - 1P + N;SCHNEIDER;1;193,20;106,26;;;;;;
101575;SOCOLEC;APPAREILLAGE;16618;00003016618;PARAFOUDRE AC - QUICK PF10 - 3P + N;SCHNEIDER;1;322,50;177,38;;;;;;
101576;SOCOLEC;APPAREILLAGE;16654;00003016654;INTERRUPTEUR HORAIRE JOURNALIER IH'CLIC (DUOLINE);SCHNEIDER;1;107,59;59,17;;;;;;
101577;SOCOLEC;APPAREILLAGE;16655;00003016655;MINUTERIE MIN'CLIC (1 A 7 MIN) (DUOLINE);SCHNEIDER;1;53,03;29,17;;;;;;
101578;SOCOLEC;APPAREILLAGE;16720;00003016720;CONNECTEUR EMBROCHABLES POUR DISTRICLICXE 63 A MAX LOT DE 2;SCHNEIDER;1;53,52;29,44;;;;;;
101579;SOCOLEC;APPAREILLAGE;16724;00003016724;DISJONCTEUR DIVISIONNAIRE PH+N  2 A  D'CLIC XE EMBROCHABLE;SCHNEIDER;1;27,77;15,27;;;;;;
101580;SOCOLEC;APPAREILLAGE;16725;00003016725;DISJONCTEUR DIVISIONNAIRE PH+N 10 A  D'CLIC XE EMBROCHABLE;SCHNEIDER;1;19,35;10,64;;;;;;
101581;SOCOLEC;APPAREILLAGE;16726;00003016726;DISJONCTEUR DIVISIONNAIRE PH+N 16 A  D'CLIC XE EMBROCHABLE;SCHNEIDER;1;19,35;10,64;;;;;;
101582;SOCOLEC;APPAREILLAGE;16727;00003016727;DISJONCTEUR DIVISIONNAIRE PH+N 20 A D'CLIC XE EMBROCHABLE;SCHNEIDER;1;19,35;10,64;;;;;;
101583;SOCOLEC;APPAREILLAGE;16729;00003016729;DISJONCTEUR DIVISIONNAIRE PH+N 32 A  D'CLIC XE EMBROCHABLE;SCHNEIDER;1;23,73;13,05;;;;;;
101584;SOCOLEC;APPAREILLAGE;16735;00003016735;CONTACTEUR DE PUISSANCE 2 X 20 A 2F CT'CLIC STANDARD (DUOLINE);SCHNEIDER;1;62,33;34,28;;;;;;
101585;SOCOLEC;APPAREILLAGE;16736;00003016736;CONTACTEUR J/N 20A CT'CLIC  2F (DUOLINE);SCHNEIDER;1;77,78;42,78;;;;;;
101586;SOCOLEC;APPAREILLAGE;16773;00003016773;INTERRUPTEUR BIPOLAIRE 32 A I'CLIC  (DUOLINE);SCHNEIDER;1;18,34;10,09;;;;;;
101587;SOCOLEC;APPAREILLAGE;16776;00003016776;PC 2P + T 10/16A MODULAIRE;SCHNEIDER;1;12,16;6,69;;;;;;
101588;SOCOLEC;APPAREILLAGE;16834;00003016834;RONFLEUR SO'CLIC 230 V CA (DUOLINE);SCHNEIDER;1;22,91;12,60;;;;;;
101589;SOCOLEC;APPAREILLAGE;16835;00003016835;RONFLEUR SO'CLIC 8 / 12 V CA (DUOLINE);SCHNEIDER;1;18,76;10,32;;;;;;
101590;SOCOLEC;APPAREILLAGE;16836;00003016836;SONNERIE SO'CLIC 230 V CA (DUOLINE);SCHNEIDER;1;23,71;13,04;;;;;;
101591;SOCOLEC;APPAREILLAGE;16837;00003016837;SONNERIE SO'CLIC 8 / 12 V CA (DUOLINE);SCHNEIDER;1;18,59;10,22;;;;;;
101592;SOCOLEC;APPAREILLAGE;16891;00003016891;TRANSFORMATEUR DE SONNERIE TR'CLIC 230 -> 8-12 V CA. 4 VA (DUOLINE);SCHNEIDER;1;47,25;25,99;;;;;;
101593;SOCOLEC;APPAREILLAGE;16892;00003016892;TRANSFORMATEUR DE SONNERIE TR'CLIC 230 -> 8-12 V CA. 8 VA (DUOLINE);SCHNEIDER;1;57,83;31,81;;;;;;
101594;SOCOLEC;APPAREILLAGE;16893;00003016893;TRANSFORMATEUR DE SONNERIE TR'CLIC 230 -> 8-12 V CA. 16 VA (DUOLINE);SCHNEIDER;1;69,38;38,16;;;;;;
101595;SOCOLEC;APPAREILLAGE;16894;00003016894;TRANSFORMATEUR DE SECURITE TR'CLIC 230 -> 8-12 V CA. 25 VA (DUOLINE);SCHNEIDER;1;86,06;47,33;;;;;;
101596;SOCOLEC;APPAREILLAGE;20552;00003020552;DISJONCTEUR DIFFERENTIEL BIP PH + N 10 A  30MA;SCHNEIDER;1;154,26;84,84;;;;;;
101597;SOCOLEC;APPAREILLAGE;20553;00003020553;DISJONCTEUR DIFFERENTIEL BIP PH + N 16 A  30MA;SCHNEIDER;1;152,65;83,96;;;;;;
101598;SOCOLEC;APPAREILLAGE;20554;00003020554;DISJONCTEUR DIFFERENTIEL BIP PH + N 20 A  30MA;SCHNEIDER;1;152,65;83,96;;;;;;
101599;SOCOLEC;APPAREILLAGE;20555;00003020555;DISJONCTEUR DIFFERENTIEL BIP PH + N 25 A  30MA;SCHNEIDER;1;160,52;88,29;;;;;;
101600;SOCOLEC;APPAREILLAGE;20723;00003020723;DISJONCTEUR DIVISIONNAIRE PH+N  6 A;SCHNEIDER;1;29,57;16,26;;;;;;
101601;SOCOLEC;APPAREILLAGE;20724;00003020724;DISJONCTEUR DIVISIONNAIRE PH+N  2 A;SCHNEIDER;1;27,77;15,27;;;;;;
101602;SOCOLEC;APPAREILLAGE;20725;00003020725;DISJONCTEUR DIVISIONNAIRE PH+N 10 A;SCHNEIDER;1;19,35;10,64;;;;;;
101603;SOCOLEC;APPAREILLAGE;20726;00003020726;DISJONCTEUR DIVISIONNAIRE PH+N 16 A;SCHNEIDER;1;19,35;10,64;;;;;;
101604;SOCOLEC;APPAREILLAGE;20727;00003020727;DISJONCTEUR DIVISIONNAIRE PH+N 20 A;SCHNEIDER;1;19,35;10,64;;;;;;
101605;SOCOLEC;APPAREILLAGE;20728;00003020728;DISJONCTEUR DIVISIONNAIRE PH+N 25 A;SCHNEIDER;1;23,73;13,05;;;;;;
101606;SOCOLEC;APPAREILLAGE;20729;00003020729;DISJONCTEUR DIVISIONNAIRE PH+N 32 A;SCHNEIDER;1;23,73;13,05;;;;;;
101607;SOCOLEC;APPAREILLAGE;21086;00003021086;PEIGNE DE RACCORDEMENT PH+N 13 MOD.;SCHNEIDER;1;17,56;9,66;;;;;;
101608;SOCOLEC;APPAREILLAGE;21376;00003021376;DISJONCTEUR DIVISIONNAIRE PH+N 16 A  10KA COURBE D;SCHNEIDER;1;74,26;40,84;;;;;;
101609;SOCOLEC;APPAREILLAGE;21377;00003021377;DISJONCTEUR DIVISIONNAIRE PH+N 20 A  10KA COURBE D;SCHNEIDER;1;79,07;43,49;;;;;;
